iTemp,eTemp,X,Y,Z,pressure,time,GPS coord,GPS coord,Alt
15.59375,14.8359375,92.476,94.855,978.928,783.83,232221.0,0.0,0.0,0.0,15.28
15.6171875,15.0234375,92.78099999999999,92.476,978.684,784.1,232225.0,0.0,0.0,0.0,15.27
15.65625,14.9375,75.579,94.794,981.795,784.12,232226.0,0.0,0.0,0.0,15.22
15.5703125,14.7421875,64.843,97.722,988.81,784.36,232229.0,0.0,0.0,0.0,15.13
15.5625,14.609375,83.93599999999999,90.524,967.704,784.62,232229.0,0.0,0.0,0.0,15.06
15.6484375,14.453125,50.019999999999996,98.027,1019.4929999999999,784.29,232232.0,0.0,0.0,0.0,14.97
15.375,14.359375,117.425,79.117,957.273,784.56,232232.0,0.0,0.0,0.0,14.84
15.2265625,14.21875,111.874,90.585,958.371,784.8,232236.0,0.0,0.0,0.0,14.75
15.1484375,14.265625,92.354,89.182,953.125,785.09,232236.0,0.0,0.0,0.0,14.68
15.03125,14.1015625,82.472,105.164,936.7769999999999,785.16,232240.0,0.0,0.0,0.0,14.55
14.9453125,13.875,62.403,91.68299999999999,1032.242,785.13,232240.0,0.0,0.0,0.0,14.47
15.0234375,13.765625,71.187,78.263,1072.441,785.71,232244.0,0.0,0.0,0.0,14.41
14.8671875,13.75,49.958999999999996,102.846,902.8,785.76,232247.0,0.0,0.0,0.0,14.32
14.6953125,13.7109375,66.246,80.032,996.6179999999999,786.11,232247.0,0.0,0.0,0.0,14.24
14.6484375,13.65625,108.27499999999999,92.964,1038.22,785.98,232247.0,0.0,0.0,0.0,14.22
14.46875,13.8203125,73.078,92.29299999999999,957.578,786.5,232251.0,0.0,0.0,0.0,14.07
14.3203125,13.7109375,89.548,99.55199999999999,986.98,786.24,232251.0,0.0,0.0,0.0,14.02
14.5078125,13.6171875,68.076,92.90299999999999,981.307,786.41,232255.0,0.0,0.0,0.0,14.01
14.4375,13.5703125,79.239,92.90299999999999,1014.552,786.56,232255.0,0.0,0.0,0.0,13.99
14.2109375,13.5546875,126.148,90.158,1054.019,786.76,232259.0,0.0,0.0,0.0,13.99
14.25,13.515625,85.39999999999999,88.511,890.173,787.76,232300.0,0.0,0.0,0.0,13.95
14.4453125,13.5234375,46.482,-159.454,1042.734,825.56,232320.0,0.0,0.0,0.0,14.44
14.46875,13.7578125,-154.94,-121.512,1022.36,827.2,232320.0,0.0,0.0,0.0,14.61
14.6796875,13.625,-66.124,135.176,1019.981,829.29,232328.0,0.0,0.0,0.0,14.37
14.8125,13.8359375,-142.74,400.404,1393.85,828.95,232328.0,0.0,0.0,0.0,14.22
14.78125,13.78125,118.157,84.485,984.174,771.74,232332.0,0.0,0.0,0.0,13.52
14.7578125,13.7109375,114.131,92.842,980.5749999999999,771.76,232333.0,0.0,0.0,0.0,13.66
14.640625,13.65625,116.38799999999999,91.866,982.893,771.79,232336.0,0.0,0.0,0.0,13.74
14.640625,13.6015625,117.974,87.23,976.244,826.89,232338.0,0.0,0.0,0.0,14.66
14.3515625,13.3984375,115.65599999999999,91.866,976.183,772.06,232338.0,0.0,0.0,0.0,13.61
14.4140625,13.359375,118.035,96.075,982.039,772.09,232341.0,0.0,0.0,0.0,13.75
14.3515625,13.2421875,-15.616,-775.432,256.688,827.08,232345.0,0.0,0.0,0.0,14.43
14.203125,14.0625,-764.208,-258.945,1002.413,825.8,232345.0,0.0,0.0,0.0,14.36
14.3671875,14.328125,-92.41499999999999,-1.037,1022.2379999999999,826.17,232349.0,0.0,0.0,0.0,14.57
14.59375,14.4765625,-35.197,-65.087,965.569,826.15,232353.0,0.0,0.0,0.0,14.67
14.625,14.375,-56.547,-66.612,1007.049,826.77,232356.0,0.0,0.0,0.0,14.7
14.8671875,14.515625,-72.651,-7.381,1086.349,827.05,232356.0,0.0,0.0,0.0,14.75
14.90625,14.3515625,-101.626,90.524,1001.864,827.82,232356.0,0.0,0.0,0.0,14.86
14.71875,14.203125,-392.901,-27.328,863.028,829.36,232400.0,0.0,0.0,0.0,14.91
14.515625,13.9375,-367.21999999999997,-89.67,920.612,829.31,232400.0,0.0,0.0,0.0,14.83
14.5,13.875,153.781,988.261,170.79999999999998,794.42,232404.0,0.0,0.0,0.0,14.19
15.1796875,14.6015625,-785.009,-27.45,50.324999999999996,825.7,232409.0,0.0,0.0,0.0,15.15
14.9296875,14.390625,266.936,225.88299999999998,675.087,800.74,232412.0,0.0,0.0,0.0,14.51
14.9609375,14.390625,277.977,757.986,644.038,718.21,232412.0,0.0,0.0,0.0,12.79
14.8671875,14.28125,367.464,886.696,199.47,828.75,232415.0,0.0,0.0,0.0,15.01
14.6640625,14.0859375,242.78,976.8539999999999,511.18,828.52,232419.0,0.0,0.0,0.0,14.81
15.0625,14.484375,297.375,612.562,594.4449999999999,826.64,232423.0,0.0,0.0,0.0,15.01
14.4296875,14.1484375,321.836,1021.567,502.518,827.22,232430.0,0.0,0.0,0.0,14.74
