iTemp,eTemp,X,Y,Z,pressure,time,GPS coord,GPS coord,Alt
16.140625,13.9609375,146.888,100.89399999999999,970.144,747.38,231908.0,45.91876999999999,-111.07662416666666,1696.0,14.81
15.984375,14.015625,159.576,101.809,975.146,747.34,231910.0,45.918768500000006,-111.07662533333331,1696.0,14.85
16.0,14.0625,171.715,104.798,977.098,747.33,231913.0,0.9187693333333333,-111.07662333333333,1697.0,14.78
15.984375,14.28125,154.452,104.615,971.425,747.53,231915.0,45.91876933333333,-111.07662683333334,1697.0,14.78
15.9140625,14.2578125,138.34799999999998,101.809,994.727,747.48,231915.0,45.918771,-111.07662683333334,1697.0,14.75
15.828125,14.1875,148.596,101.626,969.961,747.75,231917.0,45.91876633333333,-111.07663016666666,1700.0,14.8
15.9296875,14.234375,157.441,104.432,934.886,747.65,231919.0,45.9187665,-111.07662016666667,1699.0,14.73
15.828125,14.2578125,156.709,100.833,962.458,747.66,231921.0,45.91877266666666,-111.07661366666667,1699.0,14.8
15.7109375,14.234375,126.514,108.64099999999999,1035.231,748.11,231923.0,45.91877516666667,-111.07660733333331,1699.0,14.78
15.671875,14.265625,175.009,101.25999999999999,931.165,747.77,231925.0,45.91876933333333,-111.07662316666668,1699.0,14.75
15.6328125,14.265625,153.049,104.615,930.372,748.14,231927.0,45.91877649999999,-111.07660200000001,1698.0,14.73
15.5546875,14.4375,127.795,106.872,1072.99,748.5,231930.0,0.0,-111.07661283333334,1697.0,14.72
15.484375,14.3671875,176.046,94.184,1088.057,748.21,231932.0,45.918768833333324,0.0,1697.0,14.65
15.671875,14.421875,178.242,99.18599999999999,973.072,748.44,231932.0,45.918768833333324,-111.07661666666667,1697.0,14.68
15.6328125,14.4375,159.515,100.40599999999999,960.506,748.22,231934.0,45.91876933333333,-111.07661799999998,1697.0,14.66
15.5,14.4609375,143.289,104.981,976.122,748.35,231936.0,45.918768666666665,-111.07662200000001,1697.0,14.62
15.5234375,14.484375,148.84,99.979,988.81,748.46,231938.0,45.918774666666664,-111.07662350000001,1697.0,14.63
15.5,14.484375,151.097,97.295,982.161,748.61,231940.0,45.918774666666664,-111.07661983333333,1698.0,14.6
15.453125,14.640625,152.256,104.188,985.882,748.62,231942.0,45.91877599999999,-111.07660266666666,1699.0,14.61
15.5078125,14.5546875,152.256,100.101,974.17,748.65,231944.0,45.91877516666667,-111.076595,1700.0,14.63
15.6640625,14.53125,123.03699999999999,90.158,1008.9399999999999,748.1,231947.0,0.0,-111.07660233333333,0.0,14.65
15.546875,14.5859375,147.92499999999998,106.872,959.774,748.79,231949.0,45.918765666666665,-111.07660349999999,1699.0,14.66
15.5703125,14.6484375,144.387,100.223,972.096,748.72,231949.0,45.918765666666665,-111.07660349999999,1699.0,14.67
15.6328125,14.6953125,153.10999999999999,102.236,974.963,748.85,231951.0,45.918761833333335,-111.07660833333333,1699.0,14.7
15.5859375,14.7734375,153.171,100.223,966.24,748.91,231953.0,45.91876699999999,-111.07659616666668,1701.0,14.67
15.6484375,15.0625,142.74,97.661,976.305,749.06,231955.0,45.91877216666667,-111.07658850000001,1702.0,14.71
15.875,15.015625,151.341,101.931,979.233,749.21,231957.0,45.91877233333333,-111.07659049999998,1701.0,14.8
15.921875,14.9609375,141.032,104.127,972.096,749.19,231959.0,45.91877066666667,-111.07658699999998,1701.0,14.85
15.8046875,14.9921875,141.825,106.445,987.163,749.16,232001.0,45.91876816666666,-111.07658516666666,1700.0,14.9
15.734375,15.0546875,149.084,98.21,942.511,749.27,232004.0,45.91876666666666,-111.07658916666666,1700.0,14.85
15.71875,15.1171875,139.751,100.64999999999999,986.004,749.32,232005.0,45.91876216666666,-111.07658449999998,1700.0,14.81
15.75,15.125,147.132,101.25999999999999,982.5269999999999,749.58,232005.0,45.91876216666666,-111.07658449999998,1700.0,14.85
15.796875,15.3671875,144.448,99.491,979.233,749.39,232008.0,45.918762,-111.07658516666666,1699.0,14.92
15.9375,15.359375,142.496,103.761,964.1659999999999,749.65,232010.0,45.91875816666667,-111.07658916666666,1700.0,14.9
15.8984375,15.2421875,147.68099999999998,106.384,971.242,749.63,232012.0,45.9187595,-111.07659433333335,1700.0,14.89
15.75,15.2734375,143.106,101.50399999999999,981.246,749.68,232014.0,45.91876216666666,-111.076595,1699.0,14.92
15.765625,15.28125,147.376,101.87,980.819,749.78,232016.0,45.918768833333324,-111.07659049999998,1700.0,14.86
15.671875,15.3125,100.64999999999999,107.29899999999999,1025.837,749.74,232018.0,45.918770499999994,-111.07659433333335,1701.0,14.84
15.6796875,15.296875,139.202,98.82,966.789,750.09,232021.0,0.0,-111.07659866666667,1701.0,14.87
15.6640625,15.328125,146.583,104.188,976.793,750.23,232023.0,45.91877233333333,-111.07660916666669,1702.0,14.9
15.828125,15.4921875,202.398,85.095,970.083,750.51,232023.0,45.91877233333333,-111.07660916666669,1702.0,14.83
15.7578125,15.328125,90.707,97.478,967.765,749.91,232025.0,45.91876999999999,-111.07661283333334,1702.0,14.88
15.671875,15.3046875,153.35399999999998,99.735,1012.722,750.04,232027.0,45.918769000000005,-111.07661433333332,1702.0,14.84
15.6328125,15.2734375,160.73499999999999,106.81099999999999,981.063,750.32,232029.0,45.91876733333334,-111.0766285,1702.0,14.84
15.609375,15.21875,171.105,102.48,983.198,750.42,232031.0,45.918767499999994,-111.07663283333333,1702.0,14.77
15.59375,15.25,141.642,101.321,971.059,750.48,232033.0,45.91876533333334,-111.07662950000001,1702.0,14.75
15.5625,15.25,136.945,102.907,960.872,750.71,232035.0,45.91876833333334,-111.07662483333334,1702.0,14.77
