91,8,75,8,38,44,121,44,34,2,210,0,1,85,4,0,0,6,134,0,143,10,36,71,78,71,71,65,44,49,50,53,52,52,48,46,48,48,44,52,54,50,54,46,56,52,49,48,51,44,78,44,49,48,57,53,49,46,50,56,51,55,52,44,87,44,50,44,49,50,44,48,46,55,50,44,49,51,49,49,46,56,44,77,44,45,49,55,46,53,44,77,44,44,48,48,48,48,42,52,57,13,10,36,71,78,71,71,65,44,49,50,53,52,52,49,46,48,48,44,52
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-117,SNR3
91,8,75,8,38,44,57,44,42,3,97,0,1,84,253,0,0,6,135,0,144,10,36,71,78,71,71,65,44,49,50,53,52,52,54,46,48,48,44,52,54,50,54,46,56,52,49,49,49,44,78,44,49,48,57,53,49,46,50,56,51,57,57,44,87,44,50,44,49,50,44,48,46,55,50,44,49,51,49,49,46,55,44,77,44,45,49,55,46,53,44,77,44,44,48,48,48,48,42,52,48,13,10,36,71,78,71,71,65,44,49,50,53,52,52,55,46,48,48,44,52
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-115,SNR6
91,8,74,8,35,44,29,44,96,3,142,0,1,84,253,0,0,6,135,0,145,10,36,71,78,71,71,65,44,49,50,53,52,53,49,46,48,48,44,52,54,50,54,46,56,52,49,48,54,44,78,44,49,48,57,53,49,46,50,56,51,57,56,44,87,44,50,44,49,50,44,48,46,55,50,44,49,51,49,49,46,53,44,77,44,45,49,55,46,53,44,77,44,44,48,48,48,48,42,52,51,13,10,36,71,78,71,71,65,44,49,50,53,52,53,50,46,48,48,44,52
123,3,5,0,0,1,99,213,214,0,0,1,100,178,87,7,0,0,3,104,2,0,14,0,14,255,255,125,121,0,255,0,4,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-115,SNR6
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-112,SNR7
91,8,75,8,38,43,193,44,140,3,86,0,1,85,5,0,0,6,134,0,146,10,36,71,78,71,71,65,44,49,50,53,52,53,54,46,48,48,44,52,54,50,54,46,56,52,49,49,50,44,78,44,49,48,57,53,49,46,50,56,51,56,54,44,87,44,50,44,49,50,44,48,46,55,50,44,49,51,49,49,46,57,44,77,44,45,49,55,46,53,44,77,44,44,48,48,48,48,42,52,50,13,10,36,71,78,71,71,65,44,49,50,53,52,53,55,46,48,48,44,52
123,3,5,0,0,1,99,213,214,0,0,1,100,178,87,7,0,0,3,104,2,0,14,0,14,255,255,125,121,0,255,0,4,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-113,SNR8
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-129,SNR-6
91,8,68,8,40,43,149,44,162,3,76,0,1,85,4,0,0,6,134,0,147,10,36,71,78,71,71,65,44,49,50,53,53,48,49,46,48,48,44,52,54,50,54,46,56,52,49,49,54,44,78,44,49,48,57,53,49,46,50,56,51,56,51,44,87,44,50,44,49,50,44,48,46,55,50,44,49,51,49,50,46,50,44,77,44,45,49,55,46,53,44,77,44,44,48,48,48,48,42,52,56,13,10,36,71,78,71,71,65,44,49,50,53,53,48,50,46,48,48,44,52
