123,3,5,0,0,1,99,213,214,0,0,1,100,178,87,7,0,0,3,218,16,0,20,0,20,255,255,125,121,0,255,0,4,0,0,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-84,SNR12
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-84,SNR10
91,11,147,11,151,3,171,30,235,55,192,0,1,78,91,0,0,9,17,3,114,10,46,54,44,77,44,45,49,55,46,54,44,77,44,44,48,48,48,48,42,52,57,13,10,36,71,78,71,71,65,44,49,54,53,49,50,56,46,48,48,44,52,53,51,57,46,55,55,52,48,49,44,78,44,49,49,49,48,50,46,54,57,51,57,49,44,87,44,50,44,49,50,44,48,46,57,51,44,49,53,50,53,46,55,44,77,44,45,49,55,46,54,44,77,44,44,48,48,48,48
123,3,5,0,0,1,99,213,214,0,0,1,100,178,87,7,0,0,3,218,16,0,20,0,20,255,255,125,121,0,255,0,4,0,0,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-84,SNR10
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-84,SNR11
91,11,148,11,154,4,28,32,52,54,13,0,1,78,90,0,0,9,16,3,115,10,36,71,78,71,71,65,44,49,54,53,49,51,51,46,48,48,44,52,53,51,57,46,55,55,51,54,50,44,78,44,49,49,49,48,50,46,54,57,51,57,51,44,87,44,50,44,49,50,44,48,46,56,57,44,49,53,50,54,46,49,44,77,44,45,49,55,46,54,44,77,44,44,48,48,48,48,42,52,55,13,10,36,71,78,71,71,65,44,49,54,53,49,51,52,46,48,48,44,52
123,3,5,0,0,1,99,213,214,0,0,1,100,178,87,7,0,0,3,218,16,0,20,0,20,255,255,125,121,0,255,0,4,0,0,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-83,SNR10
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-83,SNR10
91,11,149,11,160,3,131,31,128,54,67,0,1,78,88,0,0,9,20,3,116,10,36,71,78,71,71,65,44,49,54,53,49,51,56,46,48,48,44,52,53,51,57,46,55,55,50,54,51,44,78,44,49,49,49,48,50,46,54,57,52,49,56,44,87,44,50,44,49,50,44,48,46,56,57,44,49,53,50,56,46,54,44,77,44,45,49,55,46,54,44,77,44,44,48,48,48,48,42,52,49,13,10,36,71,78,71,71,65,44,49,54,53,49,51,57,46,48,48,44,52
123,3,5,0,0,1,99,213,214,0,0,1,100,178,87,7,0,0,3,218,16,0,20,0,20,255,255,125,121,0,255,0,4,0,0,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-84,SNR10
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-83,SNR10
91,11,154,11,154,3,187,31,50,55,25,0,1,78,91,0,0,9,17,3,117,10,36,71,78,71,71,65,44,49,54,53,49,52,51,46,48,48,44,52,53,51,57,46,55,55,50,51,54,44,78,44,49,49,49,48,50,46,54,57,52,53,57,44,87,44,50,44,49,50,44,48,46,57,51,44,49,53,51,49,46,49,44,77,44,45,49,55,46,54,44,77,44,44,48,48,48,48,42,52,67,13,10,36,71,78,71,71,65,44,49,54,53,49,52,52,46,48,48,44,52
123,3,5,0,0,1,99,213,214,0,0,1,100,178,87,7,0,0,3,218,16,0,20,0,20,255,255,125,121,0,255,0,4,0,0,0,0,0,0,0,255,0,1,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-83,SNR9
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RSSI-83,SNR10
91,11,157,11,149,3,252,31,217,54,177,0,1,78,82,0,0,9,13,3,118,10,36,71,78,71,71,65,44,49,54,53,49,52,56,46,48,48,44,52,53,51,57,46,55,55,50,51,49,44,78,44,49,49,49,48,50,46,54,57,52,48,49,44,87,44,50,44,49,50,44,48,46,56,57,44,49,53,51,48,46,56,44,77,44,45,49,55,46,54,44,77,44,44,48,48,48,48,42,52,69,13,10,36,71,78,71,71,65,44,49,54,53,49,52,57,46,48,48,44,52
